wals_code,name,latitude,longitude,genus,family,countrycodes,Glottocode,ASJP,glotFam,feature,value,comment,source,imputation,languageIndex,featureIndex,prediction
grs,Garus,-4.95,145.666666667,Madang,Trans-New Guinea,US,garu1246,TNG.MADANG.GARUS,Nuclear_Trans_New_Guinea,Postverbal_Negative_Morphemes,0,,test,TNG.MADANG.GARUS,1217,74,4
grs,Garus,-4.95,145.666666667,Madang,Trans-New Guinea,US,garu1246,TNG.MADANG.GARUS,Nuclear_Trans_New_Guinea,Preverbal_Negative_Morphemes,0,,test,TNG.MADANG.GARUS,1217,80,1
grs,Garus,-4.95,145.666666667,Madang,Trans-New Guinea,US,garu1246,TNG.MADANG.GARUS,Nuclear_Trans_New_Guinea,Order_of_Negative_Morpheme_and_Verb,1,NegV,test,TNG.MADANG.GARUS,1217,81,0
grs,Garus,-4.95,145.666666667,Madang,Trans-New Guinea,US,garu1246,TNG.MADANG.GARUS,Nuclear_Trans_New_Guinea,Minor_morphological_means_of_signaling_negation,0,,test,TNG.MADANG.GARUS,1217,82,4
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,Fixed_Stress_Locations,2,Initial,test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,5,0
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,Weight-Sensitive_Stress,8,Fixed stress (no weight-sensitivity),test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,6,0
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,Weight_Factors_in_Weight-Sensitive_Stress_Systems,0,,test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,7,1
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,Rhythm_Types,1,Trochaic,test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,8,0
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,Prefixing_vs._Suffixing_in_Inflectional_Morphology,2,Strongly suffixing,test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,25,0
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,Number_of_Genders,1,None,test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,90,0
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,Sex-based_and_Non-sex-based_Gender_Systems,0,,test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,91,1
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,Systems_of_Gender_Assignment,1,No gender,test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,92,0
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,Coding_of_Nominal_Plurality,0,,test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,28,2
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,Plurality_in_Independent_Personal_Pronouns,4,Person-number stem,test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,29,0
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,Distance_Contrasts_in_Demonstratives,2,Two-way contrast,test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,97,0
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,Pronominal_and_Adnominal_Demonstratives,1,Identical,test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,98,0
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,Third_Person_Pronouns_and_Demonstratives,6,Related for non-human reference,test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,169,0
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,Gender_Distinctions_in_Independent_Personal_Pronouns,0,,test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,32,6
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,Indefinite_Pronouns,1,Interrogative-based,test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,99,0
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,Person_Marking_on_Adpositions,0,,test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,33,1
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,Position_of_Case_Affixes,1,Case suffixes,test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,36,0
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,Comitatives_and_Instrumentals,2,Differentiation,test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,101,0
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,Position_of_Pronominal_Possessive_Affixes,4,No possessive affixes,test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,37,0
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,Position_of_Tense-Aspect_Affixes,0,,test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,42,2
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,Semantic_Distinctions_of_Evidentiality,1,No grammatical evidentials,test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,43,0
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,Coding_of_Evidentiality,1,No grammatical evidentials,test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,44,0
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,"Order_of_Subject,_Object_and_Verb",0,,test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,45,1
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,Order_of_Subject_and_Verb,1,SV,test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,46,0
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,Order_of_Object_and_Verb,1,OV,test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,47,0
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,Order_of_Genitive_and_Noun,3,No dominant order,test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,50,0
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,Order_of_Adjective_and_Noun,2,Noun-Adjective,test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,51,0
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,Order_of_Demonstrative_and_Noun,1,Demonstrative-Noun,test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,52,0
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,Order_of_Numeral_and_Noun,0,,test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,121,2
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,Order_of_Degree_Word_and_Adjective,1,Degree word-Adjective,test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,54,0
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,Position_of_Interrogative_Phrases_in_Content_Questions,2,Not initial interrogative phrase,test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,55,0
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Adjective_and_Noun,2,OV and NAdj,test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,59,0
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,Alignment_of_Verbal_Person_Marking,1,Neutral,test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,62,0
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,Expression_of_Pronominal_Subjects,0,,test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,123,2
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,Verbal_Person_Marking,1,No person marking,test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,63,0
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,Third_Person_Zero_of_Verbal_Person_Marking,1,No person marking,test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,64,0
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,Order_of_Person_Markers_on_the_Verb,1,A and P do not or do not both occur on the verb,test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,65,0
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,Ditransitive_Constructions:_The_Verb_'Give',1,Indirect-object construction,test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,124,0
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,Passive_Constructions,0,,test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,66,2
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,Nonperiphrastic_Causative_Constructions,0,,test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,67,2
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,Negative_Morphemes,0,,test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,68,2
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,Predicative_Adjectives,2,Nonverbal encoding,test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,132,0
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,Nominal_and_Locational_Predication,0,,test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,133,1
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,Zero_Copula_for_Predicate_Nominals,0,,test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,134,2
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,'Want'_Complement_Subjects,0,,test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,137,1
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,Purpose_Clauses,3,Deranked,test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,138,0
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,Hand_and_Arm,0,,test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,72,2
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,Finger_and_Hand,2,Different,test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,73,0
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,Postverbal_Negative_Morphemes,4,None,test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,74,0
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,NegSOV_Order,4,No NegSOV,test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,146,0
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,SOVNeg_Order,0,,test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,147,11
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,"Position_of_Negative_Word_With_Respect_to_Subject,_Object,_and_Verb",0,,test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,77,21
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,SONegV_Order,1,Word&NoDoubleNeg,test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,148,0
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,Position_of_negative_words_relative_to_beginning_and_end_of_clause_and_with_respect_to_adjacency_to_verb,3,Immed preverbal,test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,166,0
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,Preverbal_Negative_Morphemes,0,,test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,80,1
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,Order_of_Negative_Morpheme_and_Verb,1,NegV,test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,81,0
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,SNegOV_Order,4,No SNegOV,test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,150,0
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,The_Position_of_Negative_Morphemes_in_SOV_Languages,3,SONegV,test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,151,0
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,Minor_morphological_means_of_signaling_negation,4,None,test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,82,0
guu,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,US,gugu1255,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,Pama-Nyungan,Inclusive/Exclusive_Forms_in_Pama-Nyungan,0,,test,PN.NORTHERN_PAMA_NYUNGAN.GUUGU_YIMIDHIR,1218,185,2
hay,Hayu,27.25,86.0,Mahakiranti,Sino-Tibetan,US,wayu1241,ST.MAHAKIRANTI.HAYU,Sino-Tibetan,Vowel_Nasalization,0,,test,ST.MAHAKIRANTI.HAYU,1219,18,2
hay,Hayu,27.25,86.0,Mahakiranti,Sino-Tibetan,US,wayu1241,ST.MAHAKIRANTI.HAYU,Sino-Tibetan,Prefixing_vs._Suffixing_in_Inflectional_Morphology,2,Strongly suffixing,test,ST.MAHAKIRANTI.HAYU,1219,25,0
hay,Hayu,27.25,86.0,Mahakiranti,Sino-Tibetan,US,wayu1241,ST.MAHAKIRANTI.HAYU,Sino-Tibetan,Number_of_Genders,0,,test,ST.MAHAKIRANTI.HAYU,1219,90,1
hay,Hayu,27.25,86.0,Mahakiranti,Sino-Tibetan,US,wayu1241,ST.MAHAKIRANTI.HAYU,Sino-Tibetan,Sex-based_and_Non-sex-based_Gender_Systems,1,No gender,test,ST.MAHAKIRANTI.HAYU,1219,91,0
hay,Hayu,27.25,86.0,Mahakiranti,Sino-Tibetan,US,wayu1241,ST.MAHAKIRANTI.HAYU,Sino-Tibetan,Systems_of_Gender_Assignment,0,,test,ST.MAHAKIRANTI.HAYU,1219,92,1
hay,Hayu,27.25,86.0,Mahakiranti,Sino-Tibetan,US,wayu1241,ST.MAHAKIRANTI.HAYU,Sino-Tibetan,Coding_of_Nominal_Plurality,2,Plural suffix,test,ST.MAHAKIRANTI.HAYU,1219,28,0
hay,Hayu,27.25,86.0,Mahakiranti,Sino-Tibetan,US,wayu1241,ST.MAHAKIRANTI.HAYU,Sino-Tibetan,The_Associative_Plural,0,,test,ST.MAHAKIRANTI.HAYU,1219,94,1
hay,Hayu,27.25,86.0,Mahakiranti,Sino-Tibetan,US,wayu1241,ST.MAHAKIRANTI.HAYU,Sino-Tibetan,Indefinite_Pronouns,1,Interrogative-based,test,ST.MAHAKIRANTI.HAYU,1219,99,0
hay,Hayu,27.25,86.0,Mahakiranti,Sino-Tibetan,US,wayu1241,ST.MAHAKIRANTI.HAYU,Sino-Tibetan,Position_of_Case_Affixes,6,Postpositional clitics,test,ST.MAHAKIRANTI.HAYU,1219,36,0
hay,Hayu,27.25,86.0,Mahakiranti,Sino-Tibetan,US,wayu1241,ST.MAHAKIRANTI.HAYU,Sino-Tibetan,Position_of_Pronominal_Possessive_Affixes,0,,test,ST.MAHAKIRANTI.HAYU,1219,37,1
hay,Hayu,27.25,86.0,Mahakiranti,Sino-Tibetan,US,wayu1241,ST.MAHAKIRANTI.HAYU,Sino-Tibetan,Position_of_Tense-Aspect_Affixes,2,Tense-aspect suffixes,test,ST.MAHAKIRANTI.HAYU,1219,42,0
hay,Hayu,27.25,86.0,Mahakiranti,Sino-Tibetan,US,wayu1241,ST.MAHAKIRANTI.HAYU,Sino-Tibetan,The_Morphological_Imperative,0,,test,ST.MAHAKIRANTI.HAYU,1219,112,1
hay,Hayu,27.25,86.0,Mahakiranti,Sino-Tibetan,US,wayu1241,ST.MAHAKIRANTI.HAYU,Sino-Tibetan,The_Prohibitive,2,Normal imperative + special negative,test,ST.MAHAKIRANTI.HAYU,1219,113,0
hay,Hayu,27.25,86.0,Mahakiranti,Sino-Tibetan,US,wayu1241,ST.MAHAKIRANTI.HAYU,Sino-Tibetan,Imperative-Hortative_Systems,0,,test,ST.MAHAKIRANTI.HAYU,1219,114,4
hay,Hayu,27.25,86.0,Mahakiranti,Sino-Tibetan,US,wayu1241,ST.MAHAKIRANTI.HAYU,Sino-Tibetan,The_Optative,0,,test,ST.MAHAKIRANTI.HAYU,1219,115,1
hay,Hayu,27.25,86.0,Mahakiranti,Sino-Tibetan,US,wayu1241,ST.MAHAKIRANTI.HAYU,Sino-Tibetan,"Order_of_Subject,_Object_and_Verb",0,,test,ST.MAHAKIRANTI.HAYU,1219,45,1
hay,Hayu,27.25,86.0,Mahakiranti,Sino-Tibetan,US,wayu1241,ST.MAHAKIRANTI.HAYU,Sino-Tibetan,Order_of_Subject_and_Verb,1,SV,test,ST.MAHAKIRANTI.HAYU,1219,46,0
hay,Hayu,27.25,86.0,Mahakiranti,Sino-Tibetan,US,wayu1241,ST.MAHAKIRANTI.HAYU,Sino-Tibetan,Order_of_Object_and_Verb,0,,test,ST.MAHAKIRANTI.HAYU,1219,47,1
hay,Hayu,27.25,86.0,Mahakiranti,Sino-Tibetan,US,wayu1241,ST.MAHAKIRANTI.HAYU,Sino-Tibetan,Order_of_Adposition_and_Noun_Phrase,0,,test,ST.MAHAKIRANTI.HAYU,1219,49,1
hay,Hayu,27.25,86.0,Mahakiranti,Sino-Tibetan,US,wayu1241,ST.MAHAKIRANTI.HAYU,Sino-Tibetan,Order_of_Genitive_and_Noun,0,,test,ST.MAHAKIRANTI.HAYU,1219,50,1
hay,Hayu,27.25,86.0,Mahakiranti,Sino-Tibetan,US,wayu1241,ST.MAHAKIRANTI.HAYU,Sino-Tibetan,Order_of_Adjective_and_Noun,1,Adjective-Noun,test,ST.MAHAKIRANTI.HAYU,1219,51,0
hay,Hayu,27.25,86.0,Mahakiranti,Sino-Tibetan,US,wayu1241,ST.MAHAKIRANTI.HAYU,Sino-Tibetan,Order_of_Demonstrative_and_Noun,1,Demonstrative-Noun,test,ST.MAHAKIRANTI.HAYU,1219,52,0
hay,Hayu,27.25,86.0,Mahakiranti,Sino-Tibetan,US,wayu1241,ST.MAHAKIRANTI.HAYU,Sino-Tibetan,Order_of_Numeral_and_Noun,0,,test,ST.MAHAKIRANTI.HAYU,1219,121,1
